"qvalue","protein_group","protein_accession","protein_description","protein_name","fasta_file","unique_precursors","Avg","logFC","FDR","Regulation","gh","gt","ce","pl","HMMER","dbCAN_sub","DIAMOND","Signalp","#ofTools","EC#"
"0.00161030595813205","A0ZZD1","A0ZZD1","N6-adenine-specific methylase","A0ZZD1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.68696078889849","-0.521623320838781","0.404390315101279","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZD2","A0ZZD2","Cell division protein CrgA","A0ZZD2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.763212719868522","-2.70286135114312","0.0429309028778618","Down-regulated","","","","","","","","","",""
"0.00491942324003393","A0ZZD4","A0ZZD4","Class E sortase","A0ZZD4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.887568125613165","-0.628345773465667","0.251411608765525","Non-regulated","","","","","","","","","",""
"0.0","A0ZZD6","A0ZZD6","non-specific serine/threonine protein kinase","A0ZZD6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","3.68356525851937","-5.33297838271846","0.00120674459950609","Down-regulated","","","","","","","","","",""
"0.0","A0ZZD7","A0ZZD7","non-specific serine/threonine protein kinase","A0ZZD7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","8","1.86444294702469","-3.80614832470854","0.000615518717813594","Down-regulated","","","","","","","","","",""
"0.006129887342611","A0ZZD8","A0ZZD8","Probable penicillin binding protein transpeptidase","A0ZZD8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-2.01052798991676","-1.33471590544665","0.0217465973415338","Down-regulated","","","","","","","","","",""
"0.00177462289263532","A0ZZE0","A0ZZE0","Possible phosphoprotein phosphatase","A0ZZE0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","0.267528305910452","0.957016341505237","0.213244609947891","Non-regulated","","","","","","","","","",""
"0.00139776357827476","A0ZZE2","A0ZZE2","FHA domain-containing protein","A0ZZE2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","0.460857475853577","1.13282396496981","0.0958297770913652","Non-regulated","","","","","","","","","",""
"0.00210600210600211","A0ZZE3","A0ZZE3","Probable dipeptidyl peptidase IV","A0ZZE3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.28637821523859","-0.897420124137418","0.372581056180103","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZF4","A0ZZF4","Queuine tRNA-ribosyltransferase","A0ZZF4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.709908868017288","0.550110424855904","0.436898751188426","Non-regulated","","","","","","","","","",""
"0.0","A0ZZF5","A0ZZF5","Possible DO serine protease","A0ZZF5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","14","1.93066568071447","0.186677868915476","0.64388820721024","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZF6","A0ZZF6","Probable cation-transporting ATPase V","A0ZZF6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-1.79788608107085","-0.448055745090835","0.265798090680835","Non-regulated","","","","","","","","","",""
"0.00491942324003393","A0ZZF7","A0ZZF7","asparaginase","A0ZZF7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.0546941870174235","1.45967957270902","0.0684707247045684","Non-regulated","","","","","","","","","",""
"0.0","A0ZZF9","A0ZZF9","ferredoxin--NADP(+) reductase","A0ZZF9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","34","6.10163178766881","-0.799502701537094","0.16334402749982","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZG0","A0ZZG0","Protease HtpX homolog","A0ZZG0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.68743059467371","-1.32583178766601","0.177327362067917","Non-regulated","","","","","","","","","",""
"0.0","A0ZZG4","A0ZZG4","Fructose-bisphosphate aldolase","A0ZZG4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","7","-0.988348063244149","-0.404376027271972","0.411139089644533","Non-regulated","","","","","","","","","",""
"0.0010568590150074","A0ZZG5","A0ZZG5","Adenylosuccinate synthetase","PURA_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","0.189129335919789","0.0731533677768917","0.904723443328233","Non-regulated","","","","","","","","","",""
"0.006129887342611","A0ZZH3","A0ZZH3","LacI-type transcriptional regulator","A0ZZH3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.83992813251103","-0.624472005818227","0.348268203737303","Non-regulated","","","","","","","","","",""
"0.0","A0ZZH6","A0ZZH6","Sucrose phosphorylase","SUCP_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","7","0.509415088210897","-4.06732825962759","0.0156803925195531","Down-regulated","GH13","","","","GH13_18(35-379)","GH13_e144","GH13_18","N","3.0","2.4.1.7"
"0.000163934426229508","A0ZZH9","A0ZZH9","Ketol-acid reductoisomerase (NADP(+))","A0ZZH9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.228114895112723","-1.43905369559238","0.00635437234237139","Down-regulated","","","","","","","","","",""
"0.0","A0ZZI0","A0ZZI0","Ketol-acid reductoisomerase (NADP(+))","A0ZZI0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","3.17675447640645","-0.416808643634974","0.380293015439918","Non-regulated","","","","","","","","","",""
"0.0","A0ZZI7","A0ZZI7","Thiazole synthase","A0ZZI7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","18","2.7067608067846","0.709197469081118","0.141231555366321","Non-regulated","","","","","","","","","",""
"0.0","A0ZZI8","A0ZZI8","Thiamine biosynthesis protein ThiF","A0ZZI8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","-0.0842154455612206","0.104728937382722","0.795108374265446","Non-regulated","","","","","","","","","",""
"0.00598702810577083","A0ZZI9","A0ZZI9","Possible oxidoreductase in aldo-keto reductase family","A0ZZI9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.48755178789744","-1.36549696919161","0.0724779244716639","Non-regulated","","","","","","","","","",""
"0.0","A0ZZJ1","A0ZZJ1","Probable permease protein of ABC transporter system","A0ZZJ1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-1.12461782261657","0.314178091614497","0.497859472162039","Non-regulated","","","","","","","","","",""
"0.0","A0ZZJ3","A0ZZJ3","Oxidoreductase","A0ZZJ3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","18","3.62303435090562","0.355695928252657","0.374271945527899","Non-regulated","","","","","","","","","",""
"0.0","A0ZZK6","A0ZZK6","Dipeptidase","A0ZZK6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","-1.63550668533208","-2.34698591455815","0.0304709120284908","Down-regulated","","","","","","","","","",""
"0.0","A0ZZK9","A0ZZK9","Signal recognition particle receptor FtsY","A0ZZK9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","-0.760153279936905","0.990268140831247","0.195083401361505","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL1;B7GTC9","A0ZZL1","Ammonium transporter","A0ZZL1_BIFAA;B7GTC9_BIFLS","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01;uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01","2","0.531905047431085","3.20527543939658","0.000522098775114623","Up-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZL2","A0ZZL2","Nitrogen regulatory protein P-II","A0ZZL2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","1.94907575243865","0.895255097461385","0.184841680409978","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL4","A0ZZL4","Replicative DNA helicase","A0ZZL4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.47829424872918","-1.57484977139004","0.0863212073263677","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZL5","A0ZZL5","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT","A0ZZL5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","10","-0.0329388043149093","-0.0847316989779946","0.902179984833947","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZL6","A0ZZL6","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD","A0ZZL6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-0.281665065316944","-0.677819213789609","0.403361675446362","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL7","A0ZZL7","Poly(Hydroxyalcanoate) granule associated protein (Phasin)","A0ZZL7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","4.71188305412028","-1.52168395613462","0.0298871768464533","Down-regulated","","","","","","","","","",""
"0.0","A0ZZM1","A0ZZM1","Possible phosphodiesterase","A0ZZM1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","24","1.61828033957553","0.172428169355","0.698454071035723","Non-regulated","","","","","","","","","",""
"0.0","A0ZZM2","A0ZZM2","Uracil phosphoribosyltransferase","UPP_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","20","2.61147242811148","0.438547099864108","0.304812176090225","Non-regulated","","","","","","","","","",""
"0.00623461853978671","A0ZZM4","A0ZZM4","Probable MutT1 protein","A0ZZM4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-0.386837212174492","0.150837235026412","0.844730800028185","Non-regulated","","","","","","","","","",""
"0.0","A0ZZM5","A0ZZM5","Polyphosphate kinase","A0ZZM5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","10","2.51145165115245","-0.786781748963486","0.0639096153532304","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZN5","A0ZZN5","DNA-directed DNA polymerase","A0ZZN5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.0271162757643886","-0.644069787139041","0.218652339637849","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN7","A0ZZN7","Aspartokinase","A0ZZN7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.12257066765394","-0.964328931273558","0.103082934462742","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN8","A0ZZN8","aspartate kinase","A0ZZN8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.82590335209332","0.0427482967097546","0.945014718333859","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN9","A0ZZN9","Aspartate-semialdehyde dehydrogenase","A0ZZN9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","23","2.38392979302206","0.806763226513385","0.220130521033969","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZP3","A0ZZP3","2-isopropylmalate synthase","A0ZZP3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.00124074507751994","1.33559661518047","0.106724297350755","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZP8","A0ZZP8","LacI-type transcriptional regulator","A0ZZP8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.45252368053141","-0.497841795146009","0.683129764331409","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZQ1","A0ZZQ1","Solute binding protein of ABC transporter system","A0ZZQ1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.67670097318153","-1.30340700461092","0.186216238600824","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZQ5","A0ZZQ5","Probable penicillin-binding protein","A0ZZQ5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.31664683181664","-1.40887280460683","0.0199606550617843","Down-regulated","","GT51","","","GT51(115-287)","GT51_e89","GT51","Y(1-55)","3.0","-"
"0.0","A0ZZQ6","A0ZZQ6","Myo-inositol-1-phosphate synthase","A0ZZQ6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","25","2.47366501180053","0.381971075087244","0.409430921067236","Non-regulated","","","","","","","","","",""
"0.0","A0ZZQ7","A0ZZQ7","Probable UDP-galactopyranose mutase","A0ZZQ7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","12","1.53503542819592","0.0434287087274841","0.922797828160795","Non-regulated","","","","","","","","","",""
"0.0","A0ZZQ9","A0ZZQ9","DNA topoisomerase 1","A0ZZQ9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","22","2.82188589763076","-0.867617345145655","0.365334021753959","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZR0","A0ZZR0","Thymidylate kinase","KTHY_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.973575447642408","-1.29209534146484","0.121186861874323","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR4","A0ZZR4","Phosphoenolpyruvate-protein phosphotransferase","A0ZZR4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","35","2.85780917971926","-0.242886732340256","0.610987519248562","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR5","A0ZZR5","YbhB/YbcL family Raf kinase inhibitor-like protein","A0ZZR5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","1.43401555204503","0.689123967522575","0.211394495360073","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR6","A0ZZR6","Dipeptidase","A0ZZR6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","34","3.9713827038966","-0.795120354867963","0.0745051002511681","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR7","A0ZZR7","formate--tetrahydrofolate ligase","A0ZZR7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","1.23495045339314","-0.954466537733661","0.060175043180142","Non-regulated","","","","","","","","","",""
"0.0015863573269879","A0ZZR8","A0ZZR8","4-oxalocrotonate tautomerase","A0ZZR8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","1.71034086186036","-1.18936185549882","0.0345050614630686","Down-regulated","","","","","","","","","",""
"0.00024878640776699","A0ZZR9","A0ZZR9","Narrowly conserved hypothetical membrane protein","A0ZZR9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-2.4354354283584","-2.21933739602899","0.00255019139701143","Down-regulated","","","","","","","","","",""
"0.000228623685413809","A0ZZS1","A0ZZS1","Phosphoglycerate mutase","A0ZZS1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","0.220419355986105","-0.830782252819403","0.205332338330449","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZS2","A0ZZS2","Uncharacterized protein","A0ZZS2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.08404802575607","0.610182140131612","0.405110833262754","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS4","A0ZZS4","Glutamate--tRNA ligase","SYE_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","36","4.52243169460796","0.409475906890228","0.336828925868098","Non-regulated","","","","","","","","","",""
"0.0010568590150074","A0ZZS5","A0ZZS5","Calcineurin-like phosphoesterase domain-containing protein","A0ZZS5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.46678454506816","-0.966736554955824","0.227128974753653","Non-regulated","","","","","","","","","",""
"0.00139776357827476","A0ZZS6","A0ZZS6","IclR-type transcriptional regulator","A0ZZS6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","1.32313471546921","0.034836384795387","0.95166442189542","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS7","A0ZZS7","3-isopropylmalate dehydratase large subunit","LEUC_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","0.586637981732619","-0.453669983255755","0.301161913687167","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS8","A0ZZS8","3-isopropylmalate dehydratase small subunit","LEUD_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.82156024764144","-0.811276809452702","0.136357023245591","Non-regulated","","","","","","","","","",""
"0.0","A0ZZT1","A0ZZT1","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","A0ZZT1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","2.09612143832764","-0.312755435899656","0.472191287062079","Non-regulated","","","","","","","","","",""
"0.0","A0ZZT3","A0ZZT3","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","A0ZZT3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","17","2.40905359711052","1.4700445613522","0.0127762409807322","Up-regulated","","","","","","","","","",""
"0.0","A0ZZT4","A0ZZT4","D-alanine--D-alanine ligase","DDL_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","0.750979433578777","0.6755760696386","0.17471037566643","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZU0","A0ZZU0","Transporter","A0ZZU0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","0.0992281981159513","0.762931489458243","0.0817822755278456","Non-regulated","","","","","","","","","",""
"0.0","A0ZZU4","A0ZZU4","Aminotransferase","A0ZZU4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","8","1.16284284291699","-1.36501309899647","0.00339149678359069","Down-regulated","","","","","","","","","",""
"0.0","A0ZZU5","A0ZZU5","6-phosphogluconate dehydrogenase","A0ZZU5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","13","3.40465580818903","-0.0470317275903933","0.938706711919887","Non-regulated","","","","","","","","","",""
"0.00362321428571429","A0ZZU6","A0ZZU6","Gluconate permease","A0ZZU6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.0286568294476951","1.55989594541538","0.206230092265077","Non-regulated","","","","","","","","","",""
"0.0","A0ZZU7","A0ZZU7","Gluconokinase","A0ZZU7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","12","3.55483130540004","-0.424214148795772","0.327070387658195","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZU9","A0ZZU9","DUF4037 domain-containing protein","A0ZZU9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-0.899931996370581","0.66889643193836","0.325966840968008","Non-regulated","","","","","","","","","",""
"0.000228623685413809","A0ZZV1","A0ZZV1","Large ribosomal subunit protein bL28","RL28_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","-0.440809352810695","-1.77002102298722","0.0540821667548427","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZV2","A0ZZV2","ATP-dependent DNA helicase","A0ZZV2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.01092874078364","-0.206133690442362","0.776304287949783","Non-regulated","","","","","","","","","",""
"0.0025246328313813","A0ZZV3","A0ZZV3","16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD","A0ZZV3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.59087212480803","-1.42919451812731","0.0405586410581639","Down-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZV5","A0ZZV5","Ribosome maturation factor RimM","RIMM_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.231328012533938","-3.87020417082721","0.00479475271695241","Down-regulated","","","","","","","","","",""
"0.0","A0ZZV7","A0ZZV7","Small ribosomal subunit protein bS16","RS16_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","4.39545820076744","-0.0710888623751771","0.901943496789226","Non-regulated","","","","","","","","","",""
"0.0","A0ZZV8","A0ZZV8","Endonuclease/exonuclease/phosphatase domain-containing protein","A0ZZV8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.775901060929395","-0.175609311962716","0.728566457101042","Non-regulated","","","","","","","","","",""
"0.0","A0ZZV9","A0ZZV9","Signal recognition particle protein","A0ZZV9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","13","1.51144467999457","0.0146298191306145","0.974795890961963","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZW0","A0ZZW0","Cysteine--tRNA ligase","A0ZZW0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.740951964985044","-0.475504814788545","0.410283554438853","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZW2","A0ZZW2","ATP binding protein of ABC transporter","A0ZZW2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.631205608291224","-3.54658883494774","0.00261635563546399","Down-regulated","","","","","","","","","",""
"0.00194897236002835","A0ZZW8","A0ZZW8","Acetolactate synthase small subunit","A0ZZW8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","0.216297457320625","0.799978669810289","0.193716861990857","Non-regulated","","","","","","","","","",""
"0.0","A0ZZW9","A0ZZW9","Acetolactate synthase","A0ZZW9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","17","0.766763938256033","-1.42813581180223","0.0184699115880603","Down-regulated","","","","","","","","","",""
"0.00915237302248127","A0ZZX0","A0ZZX0","Ribonuclease 3","A0ZZX0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.03157135497568","-1.17325288624888","0.0146740012118337","Down-regulated","","","","","","","","","",""
"0.0","A0ZZX2","A0ZZX2","Large ribosomal subunit protein bL32","RL32_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","3.56585961221908","-1.77041892157591","0.00592639298021146","Down-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZX3","A0ZZX3","DUF177 domain-containing protein","A0ZZX3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.473326072672906","-2.27679465224222","0.0360530346224356","Down-regulated","","","","","","","","","",""
"0.0","A0ZZX4","A0ZZX4","Cell division protein","A0ZZX4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.754161691658782","-0.0563506373375746","0.948721665587736","Non-regulated","","","","","","","","","",""
"0.00368168061242656","A0ZZX5","A0ZZX5","DUF3039 domain-containing protein","A0ZZX5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.59188430796651","-3.25467301699533","0.0372546131972997","Down-regulated","","","","","","","","","",""
"0.0","A0ZZX6","A0ZZX6","Nicotinate phosphoribosyltransferase","A0ZZX6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","29","3.12971519357798","0.197319921575381","0.658399255285845","Non-regulated","","","","","","","","","",""
