"qvalue","protein_group","protein_accession","protein_description","protein_name","fasta_file","unique_precursors","Avg","logFC","FDR","Regulation","gh","gt","ce","pl","HMMER","dbCAN_sub","DIAMOND","Signalp","#ofTools","EC#"
"0.00161030595813205","A0ZZD1","A0ZZD1","N6-adenine-specific methylase","A0ZZD1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.68696078889849","0.251882251275872","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZD2","A0ZZD2","Cell division protein CrgA","A0ZZD2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.763212719868522","0.118427982397636","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00491942324003393","A0ZZD4","A0ZZD4","Class E sortase","A0ZZD4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.887568125613165","0.477875727569058","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZD6","A0ZZD6","non-specific serine/threonine protein kinase","A0ZZD6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","3.68356525851937","0.441057056148552","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZD7","A0ZZD7","non-specific serine/threonine protein kinase","A0ZZD7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","8","1.86444294702469","-0.0703714214489271","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.006129887342611","A0ZZD8","A0ZZD8","Probable penicillin binding protein transpeptidase","A0ZZD8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-2.01052798991676","-0.405214495150773","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00177462289263532","A0ZZE0","A0ZZE0","Possible phosphoprotein phosphatase","A0ZZE0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","0.267528305910452","0.504699660362973","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00139776357827476","A0ZZE2","A0ZZE2","FHA domain-containing protein","A0ZZE2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","0.460857475853577","0.450006518716508","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00210600210600211","A0ZZE3","A0ZZE3","Probable dipeptidyl peptidase IV","A0ZZE3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.28637821523859","0.563699087572533","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZF4","A0ZZF4","Queuine tRNA-ribosyltransferase","A0ZZF4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.709908868017288","0.448216387309765","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZF5","A0ZZF5","Possible DO serine protease","A0ZZF5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","14","1.93066568071447","0.669814902084141","0.700024615721669","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZF6","A0ZZF6","Probable cation-transporting ATPase V","A0ZZF6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-1.79788608107085","0.209197729184149","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00491942324003393","A0ZZF7","A0ZZF7","asparaginase","A0ZZF7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.0546941870174235","1.17060384804382","0.813401115519655","Non-regulated","","","","","","","","","",""
"0.0","A0ZZF9","A0ZZF9","ferredoxin--NADP(+) reductase","A0ZZF9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","34","6.10163178766881","0.463697255618856","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZG0","A0ZZG0","Protease HtpX homolog","A0ZZG0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.68743059467371","0.128243871157689","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZG4","A0ZZG4","Fructose-bisphosphate aldolase","A0ZZG4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","7","-0.988348063244149","0.685778647034021","0.817101039326074","Non-regulated","","","","","","","","","",""
"0.0010568590150074","A0ZZG5","A0ZZG5","Adenylosuccinate synthetase","PURA_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","0.189129335919789","0.748613046102638","0.926517667666215","Non-regulated","","","","","","","","","",""
"0.006129887342611","A0ZZH3","A0ZZH3","LacI-type transcriptional regulator","A0ZZH3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.83992813251103","0.714412846012492","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZH6","A0ZZH6","Sucrose phosphorylase","SUCP_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","7","0.509415088210897","2.90223968094631","0.296123214218361","Non-regulated","","","","","","","","","",""
"0.000163934426229508","A0ZZH9","A0ZZH9","Ketol-acid reductoisomerase (NADP(+))","A0ZZH9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.228114895112723","0.262966680554536","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZI0","A0ZZI0","Ketol-acid reductoisomerase (NADP(+))","A0ZZI0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","3.17675447640645","0.535091999669681","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZI7","A0ZZI7","Thiazole synthase","A0ZZI7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","18","2.7067608067846","0.306039705294196","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZI8","A0ZZI8","Thiamine biosynthesis protein ThiF","A0ZZI8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","-0.0842154455612206","0.287488717075368","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00598702810577083","A0ZZI9","A0ZZI9","Possible oxidoreductase in aldo-keto reductase family","A0ZZI9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.48755178789744","1.01619568768501","0.890834136443741","Non-regulated","","","","","","","","","",""
"0.0","A0ZZJ1","A0ZZJ1","Probable permease protein of ABC transporter system","A0ZZJ1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-1.12461782261657","0.078668182253372","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZJ3","A0ZZJ3","Oxidoreductase","A0ZZJ3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","18","3.62303435090562","0.349172843871666","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZK6","A0ZZK6","Dipeptidase","A0ZZK6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","-1.63550668533208","0.788228914204317","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZK9","A0ZZK9","Signal recognition particle receptor FtsY","A0ZZK9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","-0.760153279936905","0.341657209145096","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL1;B7GTC9","A0ZZL1","Ammonium transporter","A0ZZL1_BIFAA;B7GTC9_BIFLS","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01;uniprotkb_proteome_UP000001360_Bifidobacterium_longum_2026_02_01","2","0.531905047431085","-0.0901455514741256","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZL2","A0ZZL2","Nitrogen regulatory protein P-II","A0ZZL2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","1.94907575243865","0.26027517486438","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL4","A0ZZL4","Replicative DNA helicase","A0ZZL4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.47829424872918","0.629160600205827","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZL5","A0ZZL5","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT","A0ZZL5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","10","-0.0329388043149093","0.392731457312262","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZL6","A0ZZL6","Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD","A0ZZL6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","-0.281665065316944","0.220642804837162","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZL7","A0ZZL7","Poly(Hydroxyalcanoate) granule associated protein (Phasin)","A0ZZL7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","4.71188305412028","0.606668625536024","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZM1","A0ZZM1","Possible phosphodiesterase","A0ZZM1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","24","1.61828033957553","0.475600547697933","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZM2","A0ZZM2","Uracil phosphoribosyltransferase","UPP_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","20","2.61147242811148","0.419879241796363","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00623461853978671","A0ZZM4","A0ZZM4","Probable MutT1 protein","A0ZZM4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-0.386837212174492","0.592573502679875","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZM5","A0ZZM5","Polyphosphate kinase","A0ZZM5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","10","2.51145165115245","0.427931968527477","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZN5","A0ZZN5","DNA-directed DNA polymerase","A0ZZN5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.0271162757643886","0.728583510199907","0.813401115519655","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN7","A0ZZN7","Aspartokinase","A0ZZN7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.12257066765394","0.300610079468147","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN8","A0ZZN8","aspartate kinase","A0ZZN8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.82590335209332","0.591773756478603","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZN9","A0ZZN9","Aspartate-semialdehyde dehydrogenase","A0ZZN9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","23","2.38392979302206","0.563409603889092","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZP3","A0ZZP3","2-isopropylmalate synthase","A0ZZP3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.00124074507751994","0.637548946292297","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZP8","A0ZZP8","LacI-type transcriptional regulator","A0ZZP8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.45252368053141","0.320402228601369","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZQ1","A0ZZQ1","Solute binding protein of ABC transporter system","A0ZZQ1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.67670097318153","0.727518485622503","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZQ5","A0ZZQ5","Probable penicillin-binding protein","A0ZZQ5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-1.31664683181664","0.945706651066145","0.598542847447839","Non-regulated","","","","","","","","","",""
"0.0","A0ZZQ6","A0ZZQ6","Myo-inositol-1-phosphate synthase","A0ZZQ6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","25","2.47366501180053","0.636783585605944","0.906318299258676","Non-regulated","","","","","","","","","",""
"0.0","A0ZZQ7","A0ZZQ7","Probable UDP-galactopyranose mutase","A0ZZQ7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","12","1.53503542819592","0.456020351449774","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZQ9","A0ZZQ9","DNA topoisomerase 1","A0ZZQ9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","22","2.82188589763076","0.446137104696457","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZR0","A0ZZR0","Thymidylate kinase","KTHY_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.973575447642408","0.631645829102579","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR4","A0ZZR4","Phosphoenolpyruvate-protein phosphotransferase","A0ZZR4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","35","2.85780917971926","0.164192199442573","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR5","A0ZZR5","YbhB/YbcL family Raf kinase inhibitor-like protein","A0ZZR5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","1.43401555204503","0.455022287315305","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR6","A0ZZR6","Dipeptidase","A0ZZR6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","34","3.9713827038966","0.379679363995462","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZR7","A0ZZR7","formate--tetrahydrofolate ligase","A0ZZR7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","19","1.23495045339314","0.348653085677316","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0015863573269879","A0ZZR8","A0ZZR8","4-oxalocrotonate tautomerase","A0ZZR8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","1.71034086186036","0.651724701259061","0.941011186197386","Non-regulated","","","","","","","","","",""
"0.00024878640776699","A0ZZR9","A0ZZR9","Narrowly conserved hypothetical membrane protein","A0ZZR9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-2.4354354283584","0.462684078154392","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.000228623685413809","A0ZZS1","A0ZZS1","Phosphoglycerate mutase","A0ZZS1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","0.220419355986105","0.439360146161659","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZS2","A0ZZS2","Uncharacterized protein","A0ZZS2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.08404802575607","0.0654396931147267","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS4","A0ZZS4","Glutamate--tRNA ligase","SYE_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","36","4.52243169460796","0.552462685824485","0.945582459184529","Non-regulated","","","","","","","","","",""
"0.0010568590150074","A0ZZS5","A0ZZS5","Calcineurin-like phosphoesterase domain-containing protein","A0ZZS5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-1.46678454506816","0.63395922337389","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00139776357827476","A0ZZS6","A0ZZS6","IclR-type transcriptional regulator","A0ZZS6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","1.32313471546921","0.815228005584825","0.839280451790019","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS7","A0ZZS7","3-isopropylmalate dehydratase large subunit","LEUC_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","0.586637981732619","0.649868739153629","0.85893971342642","Non-regulated","","","","","","","","","",""
"0.0","A0ZZS8","A0ZZS8","3-isopropylmalate dehydratase small subunit","LEUD_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","1.82156024764144","0.724171360210929","0.91457929205614","Non-regulated","","","","","","","","","",""
"0.0","A0ZZT1","A0ZZT1","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","A0ZZT1_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","2.09612143832764","0.420493843210865","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZT3","A0ZZT3","Glycerol-3-phosphate dehydrogenase [NAD(P)+]","A0ZZT3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","17","2.40905359711052","0.363269583877547","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZT4","A0ZZT4","D-alanine--D-alanine ligase","DDL_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","0.750979433578777","0.284710904811922","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZU0","A0ZZU0","Transporter","A0ZZU0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","0.0992281981159513","0.396890978307485","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZU4","A0ZZU4","Aminotransferase","A0ZZU4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","8","1.16284284291699","0.413673602693014","0.988814751019544","Non-regulated","","","","","","","","","",""
"0.0","A0ZZU5","A0ZZU5","6-phosphogluconate dehydrogenase","A0ZZU5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","13","3.40465580818903","0.908338792845949","0.806936815699056","Non-regulated","","","","","","","","","",""
"0.00362321428571429","A0ZZU6","A0ZZU6","Gluconate permease","A0ZZU6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-0.0286568294476951","0.391516913410876","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZU7","A0ZZU7","Gluconokinase","A0ZZU7_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","12","3.55483130540004","1.21079591111605","0.145687161925591","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZU9","A0ZZU9","DUF4037 domain-containing protein","A0ZZU9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","3","-0.899931996370581","-0.765725128517253","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.000228623685413809","A0ZZV1","A0ZZV1","Large ribosomal subunit protein bL28","RL28_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","9","-0.440809352810695","-0.430738113274836","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZV2","A0ZZV2","ATP-dependent DNA helicase","A0ZZV2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-1.01092874078364","0.731598496645174","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0025246328313813","A0ZZV3","A0ZZV3","16S rRNA (Guanine(966)-N(2))-methyltransferase RsmD","A0ZZV3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.59087212480803","0.958723175496359","0.829888918577436","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZV5","A0ZZV5","Ribosome maturation factor RimM","RIMM_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","2","-0.231328012533938","1.04319504694005","0.805847991516384","Non-regulated","","","","","","","","","",""
"0.0","A0ZZV7","A0ZZV7","Small ribosomal subunit protein bS16","RS16_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","15","4.39545820076744","0.548006313005647","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZV8","A0ZZV8","Endonuclease/exonuclease/phosphatase domain-containing protein","A0ZZV8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.775901060929395","0.342238756260637","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZV9","A0ZZV9","Signal recognition particle protein","A0ZZV9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","13","1.51144467999457","0.605210705759312","0.949829409443599","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZW0","A0ZZW0","Cysteine--tRNA ligase","A0ZZW0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.740951964985044","0.548617938151627","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00161030595813205","A0ZZW2","A0ZZW2","ATP binding protein of ABC transporter","A0ZZW2_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","6","0.631205608291224","0.512867734036519","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00194897236002835","A0ZZW8","A0ZZW8","Acetolactate synthase small subunit","A0ZZW8_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","0.216297457320625","0.824101575793211","0.925865257722478","Non-regulated","","","","","","","","","",""
"0.0","A0ZZW9","A0ZZW9","Acetolactate synthase","A0ZZW9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","17","0.766763938256033","0.510533321649525","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00915237302248127","A0ZZX0","A0ZZX0","Ribonuclease 3","A0ZZX0_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.03157135497568","0.552800558560842","0.906004438295246","Non-regulated","","","","","","","","","",""
"0.0","A0ZZX2","A0ZZX2","Large ribosomal subunit protein bL32","RL32_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","5","3.56585961221908","0.505685218442916","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.000441988950276243","A0ZZX3","A0ZZX3","DUF177 domain-containing protein","A0ZZX3_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.473326072672906","0.198996299946017","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZX4","A0ZZX4","Cell division protein","A0ZZX4_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","4","-0.754161691658782","0.646667719715011","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.00368168061242656","A0ZZX5","A0ZZX5","DUF3039 domain-containing protein","A0ZZX5_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","1","-1.59188430796651","1.44279883760423","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZX6","A0ZZX6","Nicotinate phosphoribosyltransferase","A0ZZX6_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","29","3.12971519357798","0.313854593303746","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZX9","A0ZZX9","Glucose-6-phosphate isomerase","A0ZZX9_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","11","3.3489147840881","0.376176120706607","0.999380476794043","Non-regulated","","","","","","","","","",""
"0.0","A0ZZY0","A0ZZY0","Large ribosomal subunit protein bL19","RL19_BIFAA","uniprotkb_proteome_UP000008702_Bifidobacterium_adolescentis_2026_02_01","17","8.12688227048487","0.454312811423209","0.999380476794043","Non-regulated","","","","","","","","","",""
